"ngrams","freq","last"
"former nfl players ",31,"but"
"illinois flood plain ",31,"at"
"as counsel until ",31,"after"
"said i try ",31,"to"
"the south viserys ",31,"targaryen"
"that our bond ",31,"counsel"
"have arty professions ",31,"drop"
"worse when a ",31,"big"
"raised and spent ",31,"more"
"fridays and saturday ",31,"may"
"when theyre dancing ",31,"sleeves"
"massage a collective ",31,"bargaining"
"the 10 million ",31,"the"
"doesnt yet know ",31,"if"
"francisco before flying ",31,"for"
"crowd of hardcore ",31,"punks"
"silatolu midwestern state ",31,"kevin"
"was poised to ",31,"sign"
"to drive on ",31,"a"
"a major medical ",31,"school"
"to make 150000 ",31,"leafs"
"stages each year ",31,"said"
"about it was ",31,"an"
"broadly speaking is ",31,"the"
"greece continued to ",31,"cast"
"shootings the shotgun ",31,"was"
"some things vikings ",31,"gm"
"must have seemed ",31,"like"
"you need a ",31,"tight"
"the fit was ",31,"as"
"prepared marinade over ",31,"all"
"able to absorb ",31,"glucose"
"long term compared ",31,"to"
"lucases who travel ",31,"the"
"to continue to ",31,"negotiate"
"discount for groups ",31,"of"
"watched as much ",31,"college"
"cindy hartig said ",31,"wednesday"
"backlogged for up ",31,"to"
"after john buck ",31,"struck"
"council members asking ",31,"that"
"the hand they ",31,"were"
"she does not ",31,"believe"
"rookie to make ",31,"the"
"men said they ",31,"were"
"juicy bing cherries ",31,"so"
"spicy pork sausage ",31,"add"
"executives but he ",31,"still"
"riding well for ",31,"the"
"minority is what ",31,"matters"
"plays this season ",31,"attests"
"el limite de ",31,"velocidad"
"for dos gringos ",31,"most"
"says and everybody ",31,"brings"
"of the ports ",31,"land"
"tables in the ",31,"ordering"
"placed on administrative ",31,"leave"
"in what was ",31,"his"
"including each retirees ",31,"final"
"he estimated dimoras ",31,"bills"
"make a move ",31,"and"
"this information at ",31,"this"
"republican efforts to ",31,"allow"
"pharmaceuticals but the ",31,"company"
"made the golden ",31,"state"
"a definition that ",31,"other"
"record 227 million ",31,"international"
"edge defense lawyer ",31,"paul"
"both fell about ",31,"15"
"white pleated gown ",31,"created"
"injuries and were ",31,"treated"
"the remaining oil ",31,"much"
"international issues it ",31,"was"
"really need to ",31,"solve"
"the visitors locker ",31,"room"
"arresting one potvin ",31,"keeps"
"upheld though without ",31,"setting"
"warranties were sold ",31,"primarily"
"nemescu making his ",31,"first"
"supposed to cover ",31,"the"
"projects entire 98 ",31,"million"
"abandon his scouting ",31,"roots"
"are willing to ",31,"give"
"a job the ",31,"45yearold"
"been charged with ",31,"selling"
"and andre nemec ",31,"whose"
"the ohio ethics ",31,"commission"
"project in the ",31,"valley"
"it lyons never ",31,"talked"
"extra possessions for ",31,"the"
"ability to get ",31,"each"
"some reservations or ",31,"worries"
"likes to live ",31,"on"
"lustau east india ",31,"solera"
"been either robert ",31,"schumann"
"will get it ",31,"off"
"said in a ",31,"note"
"a marriage or ",31,"was"
"task of convincing ",31,"skeptical"
"control department filed ",31,"a"
"our thanksgiving says ",31,"brait"
"down to are ",31,"you"
"in their regions ",31,"but"
"taxpayers would pay ",31,"for"
"went on the ",31,"60day"
"be heard in ",31,"the"
"larger counterpart town ",31,"countrybased"
"1500 per month ",31,"in"
"kilowatthour liion battery ",31,"pack"
"princeton 1432 812 ",31,"ivy"
"the 2 million ",31,"it"
"casino there wouldnt ",31,"steal"
"with a sheer ",31,"overlay"
"of the best ",31,"amateur"
"a nice blend ",31,"of"
"to pay customers ",31,"billions"
"additional standards as ",31,"agreed"
"including cocaine possession ",31,"tampering"
"this information like ",31,"a"
"so compelling that ",31,"the"
"good for america ",31,"yet"
"convention speech and ",31,"ticking"
"are still scrambling ",31,"to"
"20 years observing ",31,"celebrity"
"hearing difficulty walking ",31,"and"
"english assignment that ",31,"they"
"season for the ",31,"rays"
"the air joining ",31,"hands"
"we say that ",31,"while"
"rates will likely ",31,"double"
"chronic stress can ",31,"take"
"to call 911 ",31,"silent"
"her face and ",31,"arm"
"or was this ",31,"a"
"19yearolds hold jobs ",31,"today"
"one more question ",31,"for"
"try and exploit ",31,"being"
"allied target it ",31,"also"
"undeniable leader of ",31,"those"
"compared to previous ",31,"times"
"a surprise assembly ",31,"to"
"of an asteroid ",31,"to"
"shameful betrayal” he ",31,"said"
"of gaming enforcement ",31,"continues"
"redundancies that made ",31,"this"
"the vehicle protection ",31,"association"
"traffic noise and ",31,"wildlife"
"the batman actors ",31,"attempt"
"the world friday ",31,"was"
"and 18 much ",31,"as"
"the 3319carat diamond ",31,"ring"
"about 9700 last ",31,"year"
"from voting on ",31,"their"
"medication orally mikulichs ",31,"lawyer"
"jake westbrook who ",31,"is"
"the unapologetic older ",31,"generation"
"to wifi the ",31,"app"
"covers so there ",31,"is"
"distracting the sound ",31,"quality"
"the district which ",31,"starts"
"white house has ",31,"punted"
"included in the ",31,"tours"
"not as tangible ",31,"as"
"game of the ",31,"second"
"one of the ",31,"rare"
"a number of ",31,"motor"
"as between interior ",31,"trim"
"a group and ",31,"individually"
"making the admission ",31,"will"
"suggs who had ",31,"a"
"google says about ",31,"002"
"through the bustling ",31,"room"
"wide open there ",31,"but"
"children in public ",31,"and"
"the international community ",31,"than"
"a favor by ",31,"not"
"has to “coach attitude’�",31,"�"
"best chance of ",31,"becoming"
"lins success is ",31,"leading"
"or eat pray ",31,"love"
"through the seasons ",31,"first"
"junior forward who ",31,"has"
"fuentes is the ",31,"author"
"ballots is on ",31,"an"
"taking with the ",31,"no"
"have captured researchers ",31,"and"
"in five years ",31,"xavier"
"just go on ",31,"trips"
"from 2000 the ",31,"cdc"
"from mountain fruit ",31,"though"
"most physical activities ",31,"its"
"an option both ",31,"spoke"
"and womens matches ",31,"will"
"from dozens of ",31,"property"
"what did crowder ",31,"do"
"land in californias ",31,"mojave"
"family farms surround ",31,"the"
"my ahhh ahhh ",31,"oh"
"their mutually suspicious ",31,"relations"
"into the 2yearold ",31,"class"
"conclude that something ",31,"fishy"
"cant sweat the ",31,"small"
"loved meeting young ",31,"activists"
"this season and ",31,"its"
"rite aid and ",31,"999"
"a bond was ",31,"ultimately"
"for insurance premiums ",31,"paid"
"the wrong dates ",31,"from"
"impressive starts stepping ",31,"into"
"of a deal ",31,"with"
"are hard extremely ",31,"difficult"
"fight would be ",31,"on"
"and the scholls ",31,"grange"
"another big step ",31,"toward"
"county airport authority ",31,"hopes"
"the bill provides ",31,"no"
"pull off the ",31,"feat"
"passed the space ",31,"explorationhighkick"
"state comptroller and ",31,"provides"
"night it took ",31,"place"
"manning of north ",31,"ridgeville"
"the coming budget ",31,"including"
"plundered by roman ",31,"soldiers"
"weber for detroits ",31,"checking"
"them an opportunity ",31,"to"
"the de young ",31,"exhibition"
"into jacks gulch ",31,"but"
"hot dog you ",31,"will"
"by a lot” ",31,"he"
"of advice is ",31,"probably"
"legislative black caucus’ ",31,"nonprofit"
"newhouse theater and ",31,"directed"
"to emergency calls ",31,"but"
"prose the creamy ",31,"bean"
"need way more ",31,"fabric"
"analyzing overwhelming information ",31,"creating"
"innings he was ",31,"sixth"
"have been more ",31,"concerned"
"including for the ",31,"wealthy"
"out to about ",31,"2"
"survey conducted last ",31,"fall"
"child the cinematic ",31,"dining"
"prescribed liquid antibiotic ",31,"amoxicillon"
"with a computer ",31,"and"
"who broke six ",31,"national"
"to be back ",31,"to"
"me he is ",31,"potentially"
"nearly 55000 pilots ",31,"flight"
"of towering condominiums ",31,"retail"
"power as a ",31,"younger"
"around someone like ",31,"that"
"that includes funding ",31,"for"
"a 4231 win ",31,"over"
"advance once again ",31,"without"
"energy and technology ",31,"businesses"
"bullet because several ",31,"mayors"
"rates for compact ",31,"fluorescent"
"drive by the ",31,"emergency"
"profit jump might ",31,"convince"
"new boat motor ",31,"and"
"nato train carrying ",31,"military"
"june primary because ",31,"a"
"lot of factors ",31,"guys"
"and to support ",31,"a"
"that now boasts ",31,"the"
"journalism and mass ",31,"communication"
"public doesnt have ",31,"the"
"said the imf ",31,"which"
"capable of building ",31,"nuclear"
"done three times ",31,"but"
"ago that rutt’s ",31,"was"
"the sunny embrace ",31,"of"
"two great programs ",31,"and"
"sure the shelter ",31,"runs"
"made off with ",31,"2"
"valley road they ",31,"came"
"trotted to the ",31,"mound"
"rate efforts to ",31,"reform"
"would urge gerald ",31,"to"
"facilities onsite at ",31,"the"
"have emerged from ",31,"the"
"still make visits ",31,"to"
"12 hours edwards ",31,"has"
"age 26 gained ",31,"the"
"although in a ",31,"perfect"
"troops left but ",31,"i"
"five types of ",31,"grilled"
"which moved to ",31,"oregon"
"leftfield wall to ",31,"trim"
"be used for ",31,"business"
"officials increasingly worried ",31,"about"
"figures were somewhat ",31,"more"
"ray lahood and ",31,"us"
"church expects to ",31,"survive"
"plantings on the ",31,"5000squarefoot"
"many of the ",31,"artists"
"he didnt start ",31,"when"
"mean if one ",31,"guy"
"his now welltodo ",31,"best"
"food vendors and ",31,"demonstrations"
"littering complaint on ",31,"feb"
"losing students to ",31,"charter"
"to make decisions ",31,"without"
"room of the ",31,"san"
"to freedom under ",31,"the"
"reprieve from grief ",31,"and"
"he spoke of ",31,"one"
"chance meetings wrong ",31,"turns"
"the starter but ",31,"improved"
"days defense attorneys ",31,"have"
"as a knock ",31,"on"
"as a fitness ",31,"tracker"
"on fronton boulevard ",31,"live"
"key witnesses in ",31,"the"
"including skill levels ",31,"and"
"around and look ",31,"at"
"the jan 12 ",31,"earthquake"
"the 20 leastexpensive ",31,"cities"
"hits in an ",31,"april"
"less processed food ",31,"its"
"moving into empty ",31,"space"
"that three of ",31,"the"
"providers to coordinate ",31,"care"
"was thrown out ",31,"by"
"of costs and ",31,"time"
"no injuries or ",31,"natural"
"be groomed to ",31,"be"
"issues and work ",31,"extremely"
"to enhance their ",31,"chances"
"paramount foreign policy ",31,"importance"
"walton goggins captured ",31,"one"
"a gun he ",31,"left"
"20 per square ",31,"foot"
"a seductive charm ",31,"to"
"boycott of the ",31,"euro"
"goodman managing partner ",31,"of"
"for consumers is ",31,"figuring"
"unemployment rate has ",31,"dropped"
"felt it was ",31,"the"
"enrolled at washington ",31,"college"
"to gov jay ",31,"nixon"
"suzanne tucker said ",31,"at"
"the company to ",31,"postpone"
"more than 100 ",31,"investment"
"damage ziyad said ",31,"the"
"the st louis ",31,"and"
"towering trees where ",31,"they"
"the robbers pointed ",31,"handguns"
"potentially dangerous judy ",31,"novellino"
"local library and ",31,"copying"
"resonated through the ",31,"bustling"
"made of wooden ",31,"poles"
"located at the ",31,"heart"
"him and urged ",31,"members"
"beer on tap ",31,"and"
"exchange rate a ",31,"strong"
"los angeles angels ",31,"executive"
"challenges or surprise ",31,"constraints"
"being able to ",31,"live"
"helped out and ",31,"moose"
"i almost saw ",31,"it"
"the long run ",31,"by"
"a shrimper out ",31,"of"
"but did not ",31,"appear"
"of america begins ",31,"at"
"aldermen the del ",31,"taco"
"if there’s any �",31,"�disproportionate"
"seven figures and ",31,"flownin"
"comparable to buying ",31,"one"
"to do good ",31,"to"
"sideshow didnt last ",31,"long"
"the sensors have ",31,"been"
"and charm – ",31,"qualities"
"cost and time �",31,"�they"
"hawaii and spent ",31,"time"
"made solid contact ",31,"when"
"px gran reserva ",31,"25"
"listening to each ",31,"other"
"was suspended for ",31,"at"
"burned and a ",31,"proprietary"
"greetings will stay ",31,"in"
"have upheld the ",31,"attorney"
"mccarthy who now ",31,"heads"
"– day 6 ",31,"in"
"other two more ",31,"so"
"in check is ",31,"key"
"was known in ",31,"city"
"me when im ",31,"out"
"that produces 70 ",31,"percent"
"nowhere at a ",31,"small"
"with the teens ",31,"father"
"gesture because players ",31,"always"
"tighter inventories came ",31,"as"
"shout a swirling ",31,"farfisa"
"a groundball six ",31,"of"
"intent with an ",31,"upscale"
"a series in ",31,"which"
"nfl works physical ",31,"with"
"entertainment spaces antique ",31,"yard"
"engine which is ",31,"used"
"a laugh you ",31,"could"
"house arrest and ",31,"regular"
"so aware of ",31,"the"
"a coming boost ",31,"to"
"january jones arrived ",31,"at"
"energy for more ",31,"than"
"said his crew ",31,"was"
"american boychoir school ",31,"in"
"my time please ",31,"remember"
"marietherese and nabo ",31,"sensugali"
"that american greetings ",31,"will"
"state according to ",31,"a"
"administrator of the ",31,"national"
"the ceremony his ",31,"presenters"
"of whole or ",31,"blended"
"the bank was ",31,"undermining"
"start the tour ",31,"in"
"gated community in ",31,"sanford"
"of texas 3yearold ",31,"travel"
"a 60s folk ",31,"guitarist"
"brady on secondand11 ",31,"from"
"as to where ",31,"that"
"be inducted into ",31,"the"
"a blandly nonpartisan ",31,"approach"
"marijuana deputy health ",31,"commissioner"
"myers with a ",31,"chance"
"could collecting their ",31,"bodies"
"the lane closure ",31,"dinwiddie"
"standard poors 500stock ",31,"index"
"weather controversy the ",31,"uncomfortable"
"to fill henrys ",31,"unexpired"
"lead to some ",31,"hidden"
"a solid global ",31,"growth"
"of the men ",31,"said"
"showed that it ",31,"is"
"cost several highranking ",31,"people"
"was shot and ",31,"killed"
"wear i was ",31,"like"
"employs banika who ",31,"spent"
"family members stood ",31,"eagerly"
"least 1 million ",31,"said"
"on a personal ",31,"note"
"he still has ",31,"some"
"our state the ",31,"more"
"two schools or ",31,"doing"
"students to charter ",31,"schools"
"member of the ",31,"media"
"rabbi the boys ",31,"and"
"the suspect in ",31,"the"
"to freedom � ",31,"from"
"county port authority ",31,"which"
"semifinals for the ",31,"fourth"
"father of three ",31,"who"
"team well too ",31,"he"
"depth on defense ",31,"where"
"was pleased to ",31,"put"
"or start to ",31,"give"
"neighborhood at new ",31,"york"
"flourish if you ",31,"let"
"against the us ",31,"around"
"when i started ",31,"in"
"speak at next ",31,"months"
"the musketeers advanced ",31,"to"
"to lose a ",31,"district"
"leaving enniscorthy has ",31,"not"
"can it might ",31,"ask"
"of arson to ",31,"property"
"for america yet ",31,"she"
"people have money ",31,"with"
"november ballot could ",31,"hurt"
"26 million the ",31,"company"
"the gold coast ",31,"roller"
"less masculine and ",31,"desirable"
"cayenne pepper stir ",31,"the"
"best spot in ",31,"the"
"this proposal which ",31,"would"
"indictments issued that ",31,"were"
"federal court while ",31,"privacy"
"hope support a ",31,"state"
"a colleague who ",31,"shall"
"good work he ",31,"keeps"
"lyons never talked ",31,"to"
"year as an ",31,"early"
"said thursday that ",31,"consumer"
"a few exchanges ",31,"here"
"of this internationalfirst ",31,"strategy"
"camp that amos ",31,"visited"
"has approved the college’",31,"s"
"types of grilled ",31,"meats"
"handed out tshirts ",31,"they"
"motor vehicle criminal ",31,"mischief"
"the lead pastor ",31,"at"
"to drop the ",31,"remaining"
"an impending wedding ",31,"churns"
"police officer as ",31,"he"
"quarterbacks and won ",31,"so"
"dealer sunday magazine ",31,"in"
"won the british ",31,"open"
"princeton will be ",31,"assigned"
"field he said ",31,"he"
"any delays or ",31,"congestion"
"refunds are expected ",31,"to"
"to score at ",31,"least"
"moved to chrysler ",31,"even"
"times numbering 15 ",31,"players"
"2008 an angry ",31,"9yearold"
"frances economic problems ",31,"after"
"get zimbabwes political ",31,"rivals"
"death jean learned ",31,"that"
"firstround bye but ",31,"now"
"federal and state ",31,"regulators"
"interior of their ",31,"weekend"
"san francisco looks ",31,"like"
"as starters until ",31,"the"
"say yes to ",31,"jobs"
"structure is among ",31,"the"
"lyrics in a ",31,"booming"
"share a specific ",31,"vocabulary"
"bulls introduced the ",31,"ncaa"
"injuries and will ",31,"be"
"recycling plant on ",31,"dell"
"surprised if oswalt ",31,"agreed"
"and you really ",31,"need"
"father mother and ",31,"brother"
"riot or just ",31,"a"
"investigation of public ",31,"grievances"
"handle on the ",31,"matter"
"the bears and ",31,"chargers"
"the gang of ",31,"32"
"largest gain comes ",31,"in"
"we were cruising ",31,"on"
"features coaches who ",31,"know"
"grapeseed oil infused ",31,"with"
"the items could ",31,"indicate"
"duffy jere burns ",31,"warned"
"and moneyobsessed to ",31,"optimistic"
"fatty fish says ",31,"susan"
"punched his pregnant ",31,"teacher"
"army in working ",31,"with"
"18 years while ",31,"boy"
"be means that ",31,"bands"
"coverage the internet ",31,"buzzed"
"and all construction ",31,"costs"
"directed broadly and ",31,"joyously"
"from church pulpits ",31,"on"
"obama” he said �",31,"�our"
"someone i cant ",31,"tell"
"first professorship in ",31,"integrative"
"seen any court ",31,"go"
"said tuesday the ",31,"unusual"
"of macomb township ",31,"says"
"the lowly nuggets ",31,"whose"
"took place on ",31,"a"
"and doughnuts refreshments ",31,"on"
"50 votes for ",31,"the"
"that wasnt a ",31,"record"
"something turned out ",31,"to"
"the eight remaining ",31,"justices"
"captains choice soon ",31,"after"
"to that big ",31,"barnlike"
"day i go ",31,"she"
"hope that a ",31,"presidential"
"k8 morris elementary ",31,"in"
"in the car ",31,"were"
"for drogos promise ",31,"to"
"that holiday but ",31,"deckards"
"name—something he didnt ",31,"do"
"still could puff ",31,"away"
"good times pigging ",31,"out"
"i remember seeing ",31,"her"
"that was a ",31,"tough"
"members of a ",31,"roller"
"as head of ",31,"europe"
"in the american ",31,"boychoir"
"they will soon ",31,"put"
"rapid bus transit ",31,"increased"
"immortalized its place ",31,"in"
"toll on our ",31,"ability"
"kleber cordova’s admission ",31,"to"
"real estate lending ",31,"the"
"car accident you ",31,"talk"
"between the east ",31,"and"
"the oceanographers said ",31,"tuesday"
"association for the ",31,"council"
"codifying longterm us ",31,"support"
"auto sales would ",31,"finish"
"also means setting ",31,"aside"
"defense work getzy ",31,"has"
"mixture into eggcream ",31,"mixture"
"we live about ",31,"three"
"the disorder critically ",31,"analyzing"
"democrats whom they ",31,"believe"
"city asked us ",31,"to"
"restaurants intends to ",31,"retain"
"alleged material misstatements ",31,"eganjones"
"daycare center meet ",31,"with"
"will be contested ",31,"at"
"latest art work ",31,"dandelion"
"more than bicycle ",31,"paths"
"easy to abide ",31,"dudes"
"because many of ",31,"the"
"from joe biden ",31,"in"
"about a nato ",31,"train"
"him at the ",31,"american"
"more complete writes ",31,"klinenberg"
"and in the ",31,"companys"
"medicaidfunded oregon health ",31,"plan"
"ethiopia project online ",31,"at"
"other hand you ",31,"have"
"squats with resistance ",31,"provided"
"the stamping lofts ",31,"a"
"price of poverty ",31,"in"
"important thing about ",31,"this"
"that they have ",31,"righted"
"83yearold engineering physicist ",31,"who"
"breath theyre practicing ",31,"thursday"
"whole cascade of ",31,"functions"
"in 10 innings ",31,"as"
"one of the ",31,"deadliest"
"ariz and owns ",31,"her"
"the year and ",31,"was"
"advice on whether ",31,"someone"
"i want to ",31,"continue"
"in traffic and ",31,"that"
"to parents coverage ",31,"those"
"water the object ",31,"gets"
"psychiatrists would tell ",31,"you"
"causes fatty acids ",31,"to"
"you with a ",31,"little"
"as the new ",31,"2010"
"departing chicago plane ",31,"to"
"597 yards in ",31,"a"
"the arctic and ",31,"from"
"overflow into muscles ",31,"and"
"points in the ",31,"first"
"alan himself is ",31,"as"
"he invited them ",31,"to"
"music of everyone ",31,"from"
"reason the crowd ",31,"had"
"will be a ",31,"plus"
"never achieve reading ",31,"fluency"
"number two we ",31,"would"
"chairman dale fellows ",31,"is"
"was unable to ",31,"substantiate"
"the tournament in ",31,"consolations"
"worlds and to ",31,"offer"
"police chief bill ",31,"lee"
"now michigan law ",31,"requires"
"the orioles were ",31,"in"
"rate makes it ",31,"doubly"
"french polynesia usually ",31,"can"
"a chance on ",31,"a"
"to have six ",31,"seats"
"who were attacked ",31,"alongside"
"able to make ",31,"effective"
"month in the ",31,"white"
"evidence nor eyewitness ",31,"testimony"
"trend she decries ",31,"will"
"shop n save ",31,"he"
"is not raised ",31,"we"
"a nutshell was ",31,"to"
"tuesday county executive ",31,"charlie"
"26 years old ",31,"but"
"in 20 million ",31,"in"
"the movie caught ",31,"the"
"about it with ",31,"some"
"gunn milpitas mountain ",31,"view"
"alone but in ",31,"this"
"its affordability and ",31,"geographical"
"bosacki said these ",31,"two"
"towering condominiums retail ",31,"space"
"a year ago ",31,"weddington"
"“early voting” in ",31,"places"
"going to take ",31,"children"
"his april murder ",31,"conviction"
"want the public ",31,"to"
"some tough choices ",31,"when"
"ian white jonathan ",31,"ericsson"
"united states wants ",31,"to"
"did they share ",31,"a"
"edwards told me ",31,"after"
"kids running 31 ",31,"miles"
"kates example is ",31,"being"
"exchange for payment ",31,"which"
"their time to ",31,"arrest"
"of the bears ",31,"backup"
"look forward to ",31,"expanding"
"90 days worth ",31,"of"
"last year higher ",31,"level"
"agreements to air ",31,"programs"
"or kiosks in ",31,"malls"
"a result of ",31,"his"
"holidays have turned ",31,"into"
"responsibility which only ",31,"makes"
"care about the ",31,"school"
"rovin lifestyle provide ",31,"much"
"weekend thats the ",31,"no"
"the influence of ",31,"drugs"
"feel forever different ",31,"about"
"leaders out late ",31,"last"
"coors events center ",31,"in"
"things in perspective ",31,"after"
"bike racers in ",31,"the"
"including sibel shoppingcenter ",31,"developer"
"it was blue valley’",31,"s"
"that its march ",31,"consumer"
"farm and fuelcell ",31,"energy"
"but last week ",31,"sets"
"three who lives ",31,"in"
"police report the ",31,"robbers"
"anything like this ",31,"there"
"be that advocate ",31,"and"
"group with the ",31,"internal"
"overall and 30 ",31,"in"
"suspects the new ",31,"york"
"case became known ",31,"they"
"are grown from ",31,"seeds"
"i was surprised ",31,"by"
"vasel a dierbergs ",31,"spokesman"
"mitzi newhouse theater ",31,"and"
"that presentation as ",31,"a"
"pd who to ",31,"arrest"
"to homeowners every ",31,"three"
"to treat cardiac ",31,"arrhythmia"
"ruston la noland ",31,"is"
"near dana point ",31,"harbor"
"the suspect was ",31,"flagged"
"mckenzie suffered a ",31,"sprained"
"got to keep ",31,"grinding"
"started college i ",31,"enrolled"
"the first seven ",31,"batters"
"in policy that ",31,"remained"
"the peace that ",31,"he"
"sept 9 1978 ",31,"is"
"percent sales tax ",31,"to"
"nicholas jc pistor ",31,"points"
"the safe thing ",31,"and"
"that the public ",31,"doesnt"
"the word of ",31,"god"
"know how nfl ",31,"works"
"italy’s bond auctions ",31,"this"
"the moon by ",31,"whale"
"requirement for voting ",31,"but"
"have seemed like ",31,"the"
"who have requested ",31,"privacy"
"details coming from ",31,"dorothee"
"brad stuart would ",31,"be"
"friday night at ",31,"home"
"on while johnson ",31,"yanked"
"theft of construction ",31,"materials"
"long and the ",31,"price"
"april 28 at ",31,"zion"
"cemetery the 170000 ",31,"project"
"change these lineups ",31,"around"
"has dealt a ",31,"major"
"democratic party disavowed ",31,"him"
"dimora and dimoras ",31,"friend"
"food wine staff ",31,"set"
"have a foot ",31,"and"
"live in greater ",31,"cleveland"
"that something turned ",31,"out"
"from francisco for ",31,"a"
"but clooneys film ",31,"based"
"michael redd this ",31,"season"
"has been active ",31,"in"
"neighborhoods of handsome ",31,"homes"
"riot i mean ",31,"if"
"of people came ",31,"down"
"from martians to ",31,"build"
"gets a relevant ",31,"franchise"
"dierbergs spokesman said ",31,"his"
"and theres the ",31,"shot"
"in howard county ",31,"this"
"its debt not ",31,"if"
"put the plant ",31,"under"
"no alcohol but ",31,"it"
"i have a ",31,"game"
"counterpoint gops lips ",31,"say"
"1 council is ",31,"expectd"
"secure a 10 ",31,"million"
"isolated boxes it ",31,"may"
"blazers also have ",31,"cooled"
"to remain in ",31,"a"
"deal by floridabased ",31,"developer"
"be able to ",31,"sign"
"demoralized theyll start ",31,"to"
"regrets i took ",31,"away"
"in the sp ",31,"500"
"calls the portland ",31,"threshold"
"children better comprehend ",31,"what"
"the deadliest us ",31,"outbreaks"
"the casino the ",31,"convention"
"for the day ",31,"joked"
"the venture said ",31,"krida"
"seats then just ",31,"before"
"it brought the ",31,"kind"
"offering said people ",31,"familiar"
"couldn’t really tell yo",31,"you�"
"request piqued my ",31,"interest"
"wrist on feb ",31,"10"
"150 kilowatt electric ",31,"generator"
"the rings made ",31,"of"
"its the other ",31,"telltale"
"defense systems fills ",31,"his"
"put suspects witnesses ",31,"and"
"that davisbesses owner ",31,"firstenergy"
"toward the goal ",31,"and"
"a strong capital ",31,"structure"
"satisfaction a tribute ",31,"to"
"his father dies ",31,"and"
"so young also ",31,"has"
"tax to fund ",31,"transportation"
"medal in the ",31,"athens"
"her apartment in ",31,"the"
"pain to her ",31,"colleagues"
"a qa with ",31,"chapman"
"shed like to ",31,"try"
"lament of a ",31,"woman"
"a resourceful psycho ",31,"so"
"mongolian grill kevin ",31,"wallace"
"an hour according ",31,"to"
"poly his mother ",31,"is"
"feb 22 he ",31,"will"
"that hung me ",31,"up"
"and poured it ",31,"over"
"too much we ",31,"have"
"and learning what it’",31,"s"
"and raise a ",31,"family"
"built on stories ",31,"of"
"ridiculously lenient but ",31,"more"
"year said the ",31,"imf"
"1950 and served ",31,"in"
"the device which ",31,"is"
"with the state ",31,"learning"
"that a riot ",31,"or"
"the first quarter ",31,"to"
"in the dodgers ",31,"43"
"is decent jordan ",31,"said"
"monday i spent ",31,"the"
"sold primarily to ",31,"avoid"
"days at the ",31,"shelter"
"see more of ",31,"this"
"starts falling then ",31,"cruise"
"premiums 29 million ",31,"in"
"folks who are ",31,"making"
"the government has ",31,"also"
"until next month ",31,"a"
"stone she added ",31,"yellow"
"their alleged role ",31,"in"
"surprised by hahn’s ",31,"email"
"ones into place ",31,"securing"
"httpwwwfacebookcomsalisburyfootball or andy ",31,"cerco"
"surrounded by a ",31,"morass"
"sw tachi ct ",31,"2801"
"saturday was not ",31,"immediately"
"car driving down ",31,"kingsley"
"consumers should note ",31,"that"
"demeanor in court ",31,"hurt"
"will host its ",31,"annual"
"at a small ",31,"village"
"in their english ",31,"assignment"
"gc 1160 s ",31,"krocks"
"the system are ",31,"attacked"
"is expected have ",31,"an"
"settlement issue can ",31,"be"
"ap award beating ",31,"jared"
"language that makes ",31,"the"
"department of state ",31,"the"
"tell at his ",31,"connecticut"
"he loved fishing ",31,"he"
"the 174square mile ",31,"illinois"
"the senate approved ",31,"the"
"took water samples ",31,"one"
"vintage bicycles under ",31,"the"
"boy who declined ",31,"to"
"every album so ",31,"far"
"on the disabled ",31,"list"
"few regrets i ",31,"took"
"him to do ",31,"good"
"currently set to ",31,"revert"
"dennis thomas said ",31,"a"
"certainly a step ",31,"in"
"defeated western tech ",31,"110"
"space of 56 ",31,"days"
"francis howell 80 ",31,"in"
"they played hard ",31,"they"
"241457 for travel ",31,"and"
"with the work ",31,"that"
"materials and improper ",31,"approvals"
"law enforcement in ",31,"hudson"
"each winfreys 12million ",31,"presidential"
"speedo 5k down ",31,"northwest"
"they need to ",31,"change"
"but we werent ",31,"allowed"
"two saves among ",31,"al"
"in the meticulous ",31,"way"
"the settlement the ",31,"company"
"according to the ",31,"tsa"
"apply screening tools ",31,"on"
"basketball player on ",31,"the"
"refreshing to be ",31,"around"
"gulf coast marshes ",31,"said"
"alpert said another ",31,"question"
"would open in ",31,"2013"
"looks like the ",31,"set"
"was his longest ",31,"appearance"
"a total loss ",31,"because"
"launch by the ",31,"end"
"present we have ",31,"an"
"stevie ray vaughan ",31,"to"
"14000 families who ",31,"participate"
"and biofuels it ",31,"offers"
"from lincoln centers ",31,"mitzi"
"the k8 morris ",31,"elementary"
"season and a ",31,"12194"
"a message this ",31,"november"
"vikings lose cornerback ",31,"griffin"
"the roadway to ",31,"warn"
"the w wasnt ",31,"charging"
"the division i ",31,"fcs"
"funds which hold ",31,"chrysler"
"said by way ",31,"of"
"in batting average ",31,"against"
"and how warmly ",31,"customers"
"deficit by delaying ",31,"until"
"money is it ",31,"to"
"the detroit symphony ",31,"orchestra"
"shop manager struggling ",31,"to"
"and estranged son ",31,"to"
"spurgeon 36 was ",31,"charged"
"melodramatic 1950s tv ",31,"series"
"of airplane design ",31,"from"
"time lasting a ",31,"total"
"near milepost 27 ",31,"plunged"
"its a terribly ",31,"sympathetic"
"the campaign can ",31,"accept"
"people close to ",31,"the"
"swirling all around ",31,"us"
"football golf classic ",31,"may"
